Catalogador,id,Categoría,name,type,desc,atk,def,level,race,attribute,archetype,set_tag,setcode,ban_tcg,ban_ocg,ban_goat,image_url,image_url_small,booster_oficial,LON,LOD,PGD,MFC,DCR
Nico,38033123,R,Dark Magician Girl,Effect Monster,"This card gains 300 ATK for every ""Dark Magician"" or ""Magician of Black Chaos"" in either player's Graveyard.",2000,1700,6,Spellcaster,DARK,Dark Magician,"SS01-ENA04,YSYR-EN011,LDK2-ENY11,SDMY-EN011,YGLD-ENA04,LEDD-ENA02,YGLD-ENC10,MVP1-EN056,MVP1-ENG56,RDS-ENSE2,YGLD-ENB03,DPBC-EN009,DPYG-EN008,CT2-EN004,PGLD-EN033,DL18-EN003,DT06-EN064,LCYW-EN022,MFC-000,","Speed Duel Starter Decks: Destiny Masters,Starter Deck: Yugi Reloaded,Legendary Decks II,Structure Deck: Yugi Muto,Yugi's Legendary Decks,Legendary Dragon Decks,Yugi's Legendary Decks,Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack,Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack: Gold Edition,Rise of Destiny: Special Edition,Yugi's Legendary Decks,Duelist Pack: Battle City,Duelist Pack: Yugi,Collectible Tins 2005,Premium Gold,Duelist League 18 participation cards,Duel Terminal 6b,Legendary Collection 3: Yugi's World Mega Pack,Magician's Force,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/38033123.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/38033123.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,38033124,R,Dark Magician Girl,Effect Monster,"This card gains 300 ATK for every ""Dark Magician"" or ""Magician of Black Chaos"" in either player's Graveyard.",2000,1700,6,Spellcaster,DARK,Dark Magician,"SS01-ENA04,YSYR-EN011,LDK2-ENY11,SDMY-EN011,YGLD-ENA04,LEDD-ENA02,YGLD-ENC10,MVP1-EN056,MVP1-ENG56,RDS-ENSE2,YGLD-ENB03,DPBC-EN009,DPYG-EN008,CT2-EN004,PGLD-EN033,DL18-EN003,DT06-EN064,LCYW-EN022,MFC-000,","Speed Duel Starter Decks: Destiny Masters,Starter Deck: Yugi Reloaded,Legendary Decks II,Structure Deck: Yugi Muto,Yugi's Legendary Decks,Legendary Dragon Decks,Yugi's Legendary Decks,Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack,Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack: Gold Edition,Rise of Destiny: Special Edition,Yugi's Legendary Decks,Duelist Pack: Battle City,Duelist Pack: Yugi,Collectible Tins 2005,Premium Gold,Duelist League 18 participation cards,Duel Terminal 6b,Legendary Collection 3: Yugi's World Mega Pack,Magician's Force,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/38033124.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/38033124.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,38033125,R,Dark Magician Girl,Effect Monster,"This card gains 300 ATK for every ""Dark Magician"" or ""Magician of Black Chaos"" in either player's Graveyard.",2000,1700,6,Spellcaster,DARK,Dark Magician,"SS01-ENA04,YSYR-EN011,LDK2-ENY11,SDMY-EN011,YGLD-ENA04,LEDD-ENA02,YGLD-ENC10,MVP1-EN056,MVP1-ENG56,RDS-ENSE2,YGLD-ENB03,DPBC-EN009,DPYG-EN008,CT2-EN004,PGLD-EN033,DL18-EN003,DT06-EN064,LCYW-EN022,MFC-000,","Speed Duel Starter Decks: Destiny Masters,Starter Deck: Yugi Reloaded,Legendary Decks II,Structure Deck: Yugi Muto,Yugi's Legendary Decks,Legendary Dragon Decks,Yugi's Legendary Decks,Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack,Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack: Gold Edition,Rise of Destiny: Special Edition,Yugi's Legendary Decks,Duelist Pack: Battle City,Duelist Pack: Yugi,Collectible Tins 2005,Premium Gold,Duelist League 18 participation cards,Duel Terminal 6b,Legendary Collection 3: Yugi's World Mega Pack,Magician's Force,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/38033125.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/38033125.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,38033126,R,Dark Magician Girl,Effect Monster,"This card gains 300 ATK for every ""Dark Magician"" or ""Magician of Black Chaos"" in either player's Graveyard.",2000,1700,6,Spellcaster,DARK,Dark Magician,"SS01-ENA04,YSYR-EN011,LDK2-ENY11,SDMY-EN011,YGLD-ENA04,LEDD-ENA02,YGLD-ENC10,MVP1-EN056,MVP1-ENG56,RDS-ENSE2,YGLD-ENB03,DPBC-EN009,DPYG-EN008,CT2-EN004,PGLD-EN033,DL18-EN003,DT06-EN064,LCYW-EN022,MFC-000,","Speed Duel Starter Decks: Destiny Masters,Starter Deck: Yugi Reloaded,Legendary Decks II,Structure Deck: Yugi Muto,Yugi's Legendary Decks,Legendary Dragon Decks,Yugi's Legendary Decks,Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack,Yu-Gi-Oh! The Dark Side of Dimensions Movie Pack: Gold Edition,Rise of Destiny: Special Edition,Yugi's Legendary Decks,Duelist Pack: Battle City,Duelist Pack: Yugi,Collectible Tins 2005,Premium Gold,Duelist League 18 participation cards,Duel Terminal 6b,Legendary Collection 3: Yugi's World Mega Pack,Magician's Force,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/38033126.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/38033126.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Eze,97642679,SR,Dark Master - Zorc,Ritual Effect Monster,"You can Ritual Summon this card with ""Contract with the Dark Master"". Once per turn: You can roll a six-sided die, then destroy all monsters your opponent controls if you roll 1 or 2, destroy 1 monster your opponent controls if you roll 3, 4 or 5, or destroy all monsters you control if you roll 6.",2700,1500,8,Fiend,DARK,,"MIL1-EN009,LCYW-EN123,CP02-EN010,DCR-082,DR1-EN244,DCR-EN082,","Millennium Pack,Legendary Collection 3: Yugi's World Mega Pack,Champion Pack: Game Two,Dark Crisis,Dark Revelation Volume 1,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/97642679.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/97642679.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,31829185,SR,Dark Necrofear,Effect Monster,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 3 Fiend-Type monsters from your Graveyard. During the End Phase, if this card is in the Graveyard because it was destroyed by an opponent's card this turn (by battle or card effect) and sent to your Graveyard while it was a Monster Card under your control: Target 1 face-up monster your opponent controls; equip this card to that target. While this card is equipped to a monster by this effect, take control of that monster.",2200,2800,8,Fiend,DARK,,"DPRP-EN040,DT02-EN056,DPBC-EN033,LC03-EN002,RP02-EN042,CP05-EN006,MC1-EN005,DL2-002,DB2-EN004,LON-065,DL2-EN002,LON-E065,LON-EN065,","Duelist Pack: Rivals of the Pharaoh,Duel Terminal 2,Duelist Pack: Battle City,Legendary Collection 3: Yugi's World,Retro Pack 2,Champion Pack: Game Five,Master Collection Volume 1,Duelist League Series 2 participation cards,Dark Beginning 2,Labyrinth of Nightmare,Duelist League Series 2 participation cards,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/31829185.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/31829185.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Nico,98502113,FUSION,Dark Paladin,Fusion Monster,"""Dark Magician"" + ""Buster Blader""\nMust be Fusion Summoned and cannot be Special Summoned by other ways. During either player's turn, when a Spell Card is activated: You can discard 1 card; negate the activation, and if you do, destroy it. This card must be face-up on the field to activate and to resolve this effect. This card gains 500 ATK for each Dragon-Type monster on the field or in either player's Graveyard.",2900,2400,8,Spellcaster,DARK,Dark Magician,"LEDD-ENA34,MIL1-EN041,SDMY-EN043,YGLD-ENC41,DPYG-EN016,DMG-001,DT03-EN034,DR1-EN160,MFC-105,LCYW-EN048,","Legendary Dragon Decks,Millennium Pack,Structure Deck: Yugi Muto,Yugi's Legendary Decks,Duelist Pack: Yugi,Duel Master's Guide promotional cards,Duel Terminal 3,Dark Revelation Volume 1,Magician's Force,Legendary Collection 3: Yugi's World Mega Pack,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/98502113.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/98502113.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,98502114,FUSION,Dark Paladin,Fusion Monster,"""Dark Magician"" + ""Buster Blader""\nMust be Fusion Summoned and cannot be Special Summoned by other ways. During either player's turn, when a Spell Card is activated: You can discard 1 card; negate the activation, and if you do, destroy it. This card must be face-up on the field to activate and to resolve this effect. This card gains 500 ATK for each Dragon-Type monster on the field or in either player's Graveyard.",2900,2400,8,Spellcaster,DARK,Dark Magician,"LEDD-ENA34,MIL1-EN041,SDMY-EN043,YGLD-ENC41,DPYG-EN016,DMG-001,DT03-EN034,DR1-EN160,MFC-105,LCYW-EN048,","Legendary Dragon Decks,Millennium Pack,Structure Deck: Yugi Muto,Yugi's Legendary Decks,Duelist Pack: Yugi,Duel Master's Guide promotional cards,Duel Terminal 3,Dark Revelation Volume 1,Magician's Force,Legendary Collection 3: Yugi's World Mega Pack,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/98502114.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/98502114.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,98502115,FUSION,Dark Paladin,Fusion Monster,"""Dark Magician"" + ""Buster Blader""\nMust be Fusion Summoned and cannot be Special Summoned by other ways. During either player's turn, when a Spell Card is activated: You can discard 1 card; negate the activation, and if you do, destroy it. This card must be face-up on the field to activate and to resolve this effect. This card gains 500 ATK for each Dragon-Type monster on the field or in either player's Graveyard.",2900,2400,8,Spellcaster,DARK,Dark Magician,"LEDD-ENA34,MIL1-EN041,SDMY-EN043,YGLD-ENC41,DPYG-EN016,DMG-001,DT03-EN034,DR1-EN160,MFC-105,LCYW-EN048,","Legendary Dragon Decks,Millennium Pack,Structure Deck: Yugi Muto,Yugi's Legendary Decks,Duelist Pack: Yugi,Duel Master's Guide promotional cards,Duel Terminal 3,Dark Revelation Volume 1,Magician's Force,Legendary Collection 3: Yugi's World Mega Pack,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/98502115.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/98502115.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,98502113,FUSION,Dark Paladin,Fusion Monster,"""Dark Magician"" + ""Buster Blader""\nMust be Fusion Summoned and cannot be Special Summoned by other ways. During either player's turn, when a Spell Card is activated: You can discard 1 card; negate the activation, and if you do, destroy it. This card must be face-up on the field to activate and to resolve this effect. This card gains 500 ATK for each Dragon-Type monster on the field or in either player's Graveyard.",2900,2400,8,Spellcaster,DARK,Dark Magician,"LEDD-ENA34,MIL1-EN041,SDMY-EN043,YGLD-ENC41,DPYG-EN016,DMG-001,DT03-EN034,DR1-EN160,MFC-105,LCYW-EN048,","Legendary Dragon Decks,Millennium Pack,Structure Deck: Yugi Muto,Yugi's Legendary Decks,Duelist Pack: Yugi,Duel Master's Guide promotional cards,Duel Terminal 3,Dark Revelation Volume 1,Magician's Force,Legendary Collection 3: Yugi's World Mega Pack,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/98502113.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/98502113.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,98502114,FUSION,Dark Paladin,Fusion Monster,"""Dark Magician"" + ""Buster Blader""\nMust be Fusion Summoned and cannot be Special Summoned by other ways. During either player's turn, when a Spell Card is activated: You can discard 1 card; negate the activation, and if you do, destroy it. This card must be face-up on the field to activate and to resolve this effect. This card gains 500 ATK for each Dragon-Type monster on the field or in either player's Graveyard.",2900,2400,8,Spellcaster,DARK,Dark Magician,"LEDD-ENA34,MIL1-EN041,SDMY-EN043,YGLD-ENC41,DPYG-EN016,DMG-001,DT03-EN034,DR1-EN160,MFC-105,LCYW-EN048,","Legendary Dragon Decks,Millennium Pack,Structure Deck: Yugi Muto,Yugi's Legendary Decks,Duelist Pack: Yugi,Duel Master's Guide promotional cards,Duel Terminal 3,Dark Revelation Volume 1,Magician's Force,Legendary Collection 3: Yugi's World Mega Pack,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/98502114.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/98502114.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,98502115,FUSION,Dark Paladin,Fusion Monster,"""Dark Magician"" + ""Buster Blader""\nMust be Fusion Summoned and cannot be Special Summoned by other ways. During either player's turn, when a Spell Card is activated: You can discard 1 card; negate the activation, and if you do, destroy it. This card must be face-up on the field to activate and to resolve this effect. This card gains 500 ATK for each Dragon-Type monster on the field or in either player's Graveyard.",2900,2400,8,Spellcaster,DARK,Dark Magician,"LEDD-ENA34,MIL1-EN041,SDMY-EN043,YGLD-ENC41,DPYG-EN016,DMG-001,DT03-EN034,DR1-EN160,MFC-105,LCYW-EN048,","Legendary Dragon Decks,Millennium Pack,Structure Deck: Yugi Muto,Yugi's Legendary Decks,Duelist Pack: Yugi,Duel Master's Guide promotional cards,Duel Terminal 3,Dark Revelation Volume 1,Magician's Force,Legendary Collection 3: Yugi's World Mega Pack,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/98502115.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/98502115.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,85562745,C,Dark Room of Nightmare,Spell Card,"Each time your opponent takes damage from a card effect, except ""Dark Room of Nightmare"", inflict 300 damage to your opponent.",,,,Continuous,,,"PGD-082,RP02-EN078,SDMA-EN024,DR1-EN030,SD3-EN022,","Pharaonic Guardian,Retro Pack 2,Structure Deck: Marik (TCG),Dark Revelation Volume 1,Structure Deck: Blaze of Destruction,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/85562745.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/85562745.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Eze,53982768,UR,Dark Ruler Ha Des,Effect Monster,Cannot be Special Summoned from the Graveyard. Negate the effects of monsters destroyed by battle with Fiend-Type monsters you control.,2450,1600,6,Fiend,DARK,,"CP05-EN008,BP01-EN122,MC1-EN006,BP01-EN122,LOD-001,DB2-EN124,RP02-EN052,LOD-EN001,","Champion Pack: Game Five,Battle Pack: Epic Dawn,Master Collection Volume 1,Battle Pack: Epic Dawn,Legacy of Darkness,Dark Beginning 2,Retro Pack 2,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/53982768.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/53982768.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Eze,61587183,R,Dark Scorpion - Chick the Yellow,Effect Monster,"When this card inflicts Battle Damage to your opponent, you can activate 1 of these effects:\n● Target 1 card on the field; return that target to the hand.\n● Look at the top card of their Deck, then return it to the top or bottom of the Deck.",1000,1000,3,Warrior,DARK,Dark Scorpion,"DCR-026,GLD5-EN010,DR1-EN188,DCR-EN026,","Dark Crisis,Gold Series: Haunted Mine,Dark Revelation Volume 1,Dark Crisis,",,,Semi-Limited,https://storage.googleapis.com/ygoprodeck.com/pics/61587183.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/61587183.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,6967870,C,Dark Scorpion - Cliff the Trap Remover,Effect Monster,"When this card inflicts Battle Damage to your opponent, you can activate 1 of these effects:\n● Target 1 Spell/Trap Card on the field; destroy that target.\n● Send the top 2 cards of their Deck to the Graveyard.",1200,1000,3,Warrior,DARK,Dark Scorpion,"DR1-EN133,MFC-078,GLD5-EN007,","Dark Revelation Volume 1,Magician's Force,Gold Series: Haunted Mine,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/6967870.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/6967870.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,6967870,C,Dark Scorpion - Cliff the Trap Remover,Effect Monster,"When this card inflicts Battle Damage to your opponent, you can activate 1 of these effects:\n● Target 1 Spell/Trap Card on the field; destroy that target.\n● Send the top 2 cards of their Deck to the Graveyard.",1200,1000,3,Warrior,DARK,Dark Scorpion,"DR1-EN133,MFC-078,GLD5-EN007,","Dark Revelation Volume 1,Magician's Force,Gold Series: Haunted Mine,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/6967870.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/6967870.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Eze,48768179,R,Dark Scorpion - Gorg the Strong,Effect Monster,"When this card inflicts Battle Damage to your opponent, you can activate 1 of these effects:\n● Target 1 monster your opponent controls; return that target to the top of the Deck.\n● Send the top card of their Deck to the Graveyard. ",1800,1500,5,Warrior,DARK,Dark Scorpion,"DR1-EN222,DCR-060,GLD5-EN011,DCR-EN060,","Dark Revelation Volume 1,Dark Crisis,Gold Series: Haunted Mine,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/48768179.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/48768179.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,74153887,R,Dark Scorpion - Meanae the Thorn,Effect Monster,"When this card inflicts Battle Damage to your opponent, you can activate 1 of these effects:\n● Add 1 ""Dark Scorpion"" card from your Deck to your hand.\n● Target 1 ""Dark Scorpion"" card in your Graveyard; add that target to your hand.",1000,1800,4,Warrior,DARK,Dark Scorpion,"DR1-EN223,DCR-061,GLD5-EN012,DCR-EN061,","Dark Revelation Volume 1,Dark Crisis,Gold Series: Haunted Mine,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/74153887.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/74153887.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Nico,40933924,C,Dark Scorpion Burglars,Effect Monster,When this card inflicts Battle Damage to your opponent: Your opponent sends 1 Spell Card from their Deck to the Graveyard.,1000,1000,4,Warrior,DARK,Dark Scorpion,"DB2-EN227,GLD5-EN004,PGD-028,","Dark Beginning 2,Gold Series: Haunted Mine,Pharaonic Guardian,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/40933924.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/40933924.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Eze,20858318,C,Dark Scorpion Combination,Trap Card,"You can only activate this card when there are ""Don Zaloog"", ""Cliff the Trap Remover"", ""Dark Scorpion - Chick the Yellow"", ""Dark Scorpion - Gorg the Strong"", and ""Dark Scorpion - Meanae the Thorn"" face-up on your side of the field. During this turn, any of these 5 cards can attack your opponent's Life Points directly. In that case, the Battle Damage inflicted to your opponent by each of those cards becomes 400 points.",,,,Normal,,Dark Scorpion,"DCR-098,DR1-EN260,DCR-EN098,","Dark Crisis,Dark Revelation Volume 1,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/20858318.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/20858318.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Nico,47233801,R,Dark Snake Syndrome,Spell Card,During each of your Standby Phases: Inflict damage to both players. This damage begins at 200 and is doubled during each of your following Standby Phases.,,,,Continuous,,,"DR1-EN035,LCYW-EN271,PGD-087,","Dark Revelation Volume 1,Legendary Collection 3: Yugi's World Mega Pack,Pharaonic Guardian,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/47233801.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/47233801.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Eze,93599951,SR,Dark Spirit of the Silent,Trap Card,"Activate only when an opponent's monster declares an attack. Negate that attack, and select another face-up monster your opponent controls. That monster attacks instead. (If it is in face-up Defense Position, change it to Attack Position.)",,,,Normal,,,"RP02-EN044,DB2-EN013,LON-079,LON-E079,LON-EN079,","Retro Pack 2,Dark Beginning 2,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/93599951.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/93599951.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,35798491,R,Darkbishop Archfiend,Effect Monster,"The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not optional). When an Archfiend Monster Card on your side of the field is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 1, 3, or 6, negate the effect and destroy the opponent's card.",300,1400,3,Fiend,WATER,Archfiend,"DCR-069,DR1-EN231,DCR-EN069,","Dark Crisis,Dark Revelation Volume 1,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/35798491.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/35798491.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,57579381,C,Darklord Marie,Effect Monster,"Once per turn, during your Standby Phase: You gain 200 LP. This card must be in the Graveyard to activate and to resolve this effect.",1700,1200,5,Fiend,DARK,Darklord,"DESO-EN046,LON-046,DB1-EN241,LON-E046,LON-EN046,","Destiny Soldiers,Labyrinth of Nightmare,Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/57579381.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/57579381.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
